treeID,stemID,tag,StemTag,sp,quadrat,gx,gy,MeasureID,CensusID,dbh,pom,hom,ExactDate,DFstatus,codes,nostems,status,date
117759,153375,169519,169519,PSYBER,1624,308.92,470.39,484147,5,46.7,1.3,1.3,15384,alive,MAIN;A,1,A,NA
117787,153407,169558,169558,PSYBRA,1624,307.06,463.98,484168,5,18.5,1.3,1.3,15384,alive,MAIN;A,1,A,NA
117840,153469,18463,18463,PREMON,602,110.26,35.73,445175,5,141,1.2,1.2,15147,alive,MAIN;A,1,A,NA
117859,153488,19853,19853,PREMON,302,59.03,27.52,446096,5,162,1.3,1.3,15142,alive,MAIN;A,1,A,NA
117943,153572,26128,26128,PREMON,209,35.46,170.47,448608,5,169,1.3,1.3,15247,alive,MAIN;A,1,A,NA
118000,153629,28564,28564,PREMON,107,19.83,123.24,449537,5,145,1.3,1.3,15205,alive,MAIN;A,1,A,NA
118014,153643,28814,28814,PREMON,107,7.63,135.58,449630,5,165,1.3,1.3,15205,alive,MAIN;A,1,A,NA
118074,153703,33315,33315,PREMON,710,139.01,194.83,451050,5,128,1.3,1.3,15254,alive,MAIN;A,1,A,NA
118097,153726,3447,3447,PREMON,1102,202.28,23.6,436250,5,140,1.3,1.3,15152,alive,MAIN;A,1,A,NA
118112,153741,35056,35056,PREMON,410,62.16,189.82,451299,5,127,1.3,1.3,15247,alive,MAIN;A,1,A,NA
118173,153802,36285,36285,PREMON,1609,313.67,160.76,451684,5,155,1.3,1.3,15278,alive,MAIN;A,1,A,NA
118184,153813,36453,36453,PREMON,311,51.31,211.42,451718,5,112,1.3,1.3,15247,alive,MAIN;A,1,A,NA
118200,153829,36630,36630,PREMON,913,169.02,259.89,451763,5,104,1.3,1.3,15292,alive,MAIN;A,1,A,NA
118259,153888,38008,38008,PREMON,715,130.13,288.87,452073,5,138,1.3,1.3,15294,alive,MAIN;A,1,A,NA
118279,153908,38550,38550,PREMON,317,51.94,339.89,452209,5,129,1.25,1.27,15309,alive,MAIN;A,1,A,NA
118349,153979,40155,40155,PREMON,1110,212.45,184.65,452507,5,117,1.3,1.3,15265,alive,MAIN;A,1,A,NA
118362,153992,40426,40426,PREMON,601,104.39,10.23,452620,5,121,1.3,1.3,15148,alive,MAIN;A,1,A,NA
118415,154045,44189,44189,PREMON,205,37.2,85.26,453711,5,158,1.3,1.3,15190,alive,MAIN;A,1,A,NA
118421,154051,44268,44268,PREMON,904,169.42,69.77,453737,5,132,1.3,1.3,15174,alive,MAIN;A,1,A,NA
118537,154167,49277,49277,PREMON,914,165.46,268.05,455003,5,142,1.35,1.33,15292,alive,MAIN;A,1,A,NA
118580,154210,50448,50448,PREMON,1610,317.51,181.6,455375,5,146,1.15,1.13,15275,alive,MAIN;A,1,A,NA
118618,154248,50966,50966,PREMON,1201,232.69,9.76,455551,5,133,1.3,1.3,15155,alive,MAIN;A,1,A,NA
118650,154280,51473,51473,PREMON,1314,240.33,277.34,455721,5,140,1.3,1.3,15296,alive,MAIN;A,1,A,NA
118683,154313,52159,52159,PREMON,1510,298.05,199.58,455902,5,120,1.3,1.3,15275,alive,MAIN;A,1,A,NA
118716,154346,52913,52913,PREMON,112,11.31,238.08,456113,5,180,1.2,1.2,15245,alive,MAIN;A,1,A,NA
118783,154413,56145,56145,PREMON,608,104.33,157.6,456900,5,142,1.4,1.38,15212,alive,MAIN;A,1,A,NA
118901,154531,62482,62482,PREMON,1113,201.58,258.09,458430,5,106,1.3,1.3,15293,alive,MAIN;A,1,A,NA
118903,154533,62540,62540,PREMON,1113,200.8,247.44,458439,5,183,1.3,1.3,15293,alive,MAIN;A,1,A,NA
118952,154582,64715,64715,PREMON,1615,307.24,286.55,458996,5,120,1.3,1.3,15309,alive,MAIN;A,1,A,NA
119019,154649,70028,70028,PREMON,814,155.1,266.2,460252,5,150,1.3,1.3,15292,alive,MAIN;A,1,A,NA
119069,154699,72254,72254,PREMON,115,2.8,283.25,461148,5,182,1.3,1.3,15281,alive,MAIN;A,1,A,NA
119168,154798,78698,78698,PREMON,1117,219.97,328.25,462824,5,157,1.3,1.3,15358,alive,MAIN;A,1,A,NA
119214,154844,83610,83610,PREMON,1617,316.61,322.29,463606,5,122,1.3,1.3,15363,alive,MAIN;A,1,A,NA
119357,154987,94117,94117,PREMON,319,53.97,368.34,465273,5,120,1.3,1.3,15310,alive,MAIN;A,1,A,NA
119358,154988,94130,94130,PREMON,319,51.57,362.1,465277,5,130,1.3,1.28,15310,alive,MAIN;A,1,A,NA
119380,155010,95255,95255,PREMON,218,24.44,341.47,465653,5,130,1.3,1.3,15309,alive,MAIN;A,1,A,NA
119463,155094,98196,98196,PREMON,1021,196.76,412.97,466220,5,146,1.3,1.3,15376,alive,MAIN;A,1,A,NA
119497,156605,102856,102856,PREMON,620,103.96,398.39,467180,5,95,1.3,1.3,15371,alive,MAIN;A,1,A,NA
119556,156664,12113,12113,PREMON,314,51.11,271.39,441132,5,155,1.4,1.4,15282,alive,MAIN;A,1,A,NA
119558,156666,121194,121194,PREMON,624,105.03,467.08,471405,5,125,1.3,1.3,15392,alive,MAIN;A,1,A,NA
119564,156672,12411,12411,PREMON,1114,204.84,262.13,441368,5,179,1.25,1.25,15293,alive,MAIN;A,1,A,NA
119626,156734,127858,127858,PREMON,523,82.88,442.32,473155,5,104,1.3,1.3,15393,alive,MAIN;A,1,A,NA
119782,156890,131921,131921,PREMON,306,53.83,110.93,474344,5,142,1.5,1.5,15190,alive,MAIN;A,1,A,NA
119791,156899,132075,132075,PREMON,203,32.89,43.85,474424,5,116,1.3,1.3,15163,alive,MAIN;A,1,A,NA
119813,156921,132566,132566,PREMON,309,51.06,176.75,474594,5,112,1.3,1.3,15247,alive,MAIN;A,1,A,NA
119942,157050,136205,136205,PREMON,1108,202.32,148.06,475660,5,154,1.3,1.3,15239,alive,MAIN;A,1,A,NA
120004,157112,137652,137652,PREMON,812,143.64,236.21,476249,5,160,1.3,1.3,15266,alive,MAIN;A,1,A,NA
120009,157117,137733,137733,PREMON,912,177.54,238.31,476271,5,120,1.3,1.3,15273,alive,MAIN;A;NP,1,A,NA
120049,157157,138676,138676,PREMON,814,157.59,263.59,476616,5,112,1.3,1.3,15292,alive,MAIN;A,1,A,NA
120071,157179,139016,139016,PREMON,1511,298.37,204.52,476734,5,167,1.3,1.3,15279,alive,MAIN;A,1,A,NA
120135,157243,140654,140654,PREMON,716,139.67,310.67,477288,5,113,1.3,1.3,15294,alive,MAIN;A,1,A,NA
120192,157300,142704,142704,PREMON,817,153.38,327.18,477883,5,114,1.3,1.3,15315,alive,MAIN;A,1,A,NA
120221,157329,144119,144119,PREMON,1516,297.14,310.49,478212,5,107,1.3,1.3,15310,alive,MAIN;A,1,A,NA
120232,157340,144415,144415,PREMON,320,43.84,396.82,478341,5,135,1.3,1.3,15366,alive,MAIN;A,1,A,NA
120298,157406,148186,148186,PREMON,1118,214.53,342.35,479236,5,120,1.3,1.3,15357,alive,MAIN;A,1,A,NA
120314,157422,151186,151186,PREMON,1518,290.76,347.74,479890,5,156,1.3,1.3,15359,alive,MAIN;A,1,A,NA
120375,157483,156284,156284,PREMON,722,127.59,420.82,481053,5,138,1.3,1.3,15371,alive,MAIN;A,1,A,NA
120451,157559,165284,165284,PREMON,225,23.05,498.56,483174,5,126,1.3,1.3,15392,alive,MAIN;A,1,A,NA
120458,157566,165698,165698,PREMON,625,106.01,489.42,483298,5,113,1.3,1.32,15399,alive,MAIN;A,1,A,NA
120539,157651,167778,167778,CASARB,1401,276.36,15.98,483619,5,NA,NA,NA,15161,broken below,MAIN;A;LS;B,1,A,NA
120667,157783,168673,168673,SLOBER,305,48.95,93.53,483874,5,14,1.3,1.3,15190,alive,MAIN;A,1,A,NA
120711,157828,168752,168752,ARDGLA,1605,315.36,91.56,483919,5,25.9,1.3,1.3,15202,alive,MAIN;A,2,A,NA
120733,157853,168796,168796,MANBID,1108,217.49,145.09,483944,5,14.5,1.3,1.3,15239,alive,MAIN;A,1,A,NA
120782,157907,168882,168882,MICTET,713,133.49,253.2,483998,5,16.6,1.3,1.3,15287,alive,MAIN;A,1,A,NA
120783,157908,168883,168883,CASARB,713,133.66,252.81,483999,5,46.5,1.3,1.3,15287,alive,MAIN;A,1,A,NA
120875,158001,169597,169597,OCOLEU,302,58.3,36.5,484196,5,NA,NA,NA,15142,broken below,MAIN;A;LS;B,1,A,NA
120910,158036,169689,169689,SLOBER,1202,234.12,26.68,484238,5,10,1.3,1.3,15153,alive,MAIN;A,1,A,NA
120999,158126,169859,169859,OCOLEU,708,134.7,149.18,484332,5,14.1,1.3,1.3,15215,alive,MAIN;A;ST,1,A,NA
121145,158283,170180,170180,CORBOR,907,178.88,124.9,484489,5,10.7,1.3,1.3,15239,alive,MAIN;A,1,A,NA
121155,158293,170198,170198,MICPRA,1007,186.22,131.75,484499,5,12.2,1.3,1.3,15238,alive,MAIN;A,1,A,NA
121159,158297,170205,170205,MANBID,1007,198.01,130.74,484503,5,15,1.3,1.3,15239,alive,MAIN;A,1,A,NA
121166,158305,170216,170216,SLOBER,1107,207.67,133.38,484511,5,14.7,1.3,1.3,15239,alive,MAIN;A,1,A,NA
121248,158391,170369,170369,OCOLEU,910,163.25,199.08,484597,5,28.6,1.3,1.3,15261,alive,MAIN;A,1,A,NA
121329,158479,170516,170516,SLOBER,204,35.45,66.22,484685,5,11.2,1.3,1.3,15167,alive,MAIN;A,1,A,NA
121424,158579,170701,170701,CASSYL,811,145.93,217.68,484785,5,20.2,1.3,1.3,15254,alive,MAIN;A,1,A,NA
121425,158580,170705,170705,CLUROS,811,146.91,213.43,484786,5,42.5,1.3,1.3,15257,alive,MAIN;A,5,A,NA
121428,161265,170713,175013,DENARB,811,148.9,208.21,486953,5,14.4,1.3,1.3,15257,alive,SPROUT;A,4,A,NA
121440,158602,170760,170760,CASSYL,1011,198.97,209.84,484808,5,15.2,1.3,1.32,15266,alive,MAIN;A,1,A,NA
121485,158652,170846,170846,TETBAL,416,79.4,317.58,484858,5,16,1.3,1.3,15289,alive,MAIN;A,1,A,NA
121560,158729,171033,171033,INGLAU,509,91.2,164.2,484935,5,17.7,1.3,1.28,15250,alive,MAIN;A,1,A,NA
121578,158747,171061,171061,IXOFER,809,140.86,163.59,484953,5,27.8,1.1,1.08,15253,alive,MAIN;A,1,A,NA
121642,158814,171183,171183,MICPRA,215,22.4,292.74,485020,5,15.9,1.3,1.3,15281,alive,MAIN;A,1,A,NA
121668,158849,171241,171241,CASSYL,215,36.13,292.47,485055,5,36.5,1.3,1.3,15288,alive,MAIN;A,1,A,NA
121689,158871,171277,171277,INGLAU,515,84.17,285.45,485077,5,13.4,1.3,1.3,15292,alive,MAIN;A,1,A,NA
121763,158946,171442,171442,SLOBER,120,8.82,390.62,485152,5,10.9,1.3,1.3,15365,alive,MAIN;A,1,A,NA
121805,158989,171505,171505,COCPYR,214,21.08,260.3,485195,5,16,1.3,1.3,15281,alive,MAIN;A,3,A,NA
121827,159012,171544,171544,INGLAU,414,75.43,279.8,485218,5,14.7,1.3,1.3,15282,alive,MAIN;A,1,A,NA
121861,159047,171614,171614,CASSYL,1214,229.77,275.99,485253,5,13.2,1.3,1.3,15295,alive,MAIN;A,2,A,NA
121903,159089,171710,171710,CASARB,218,32.88,344.74,485295,5,14.5,1.3,1.3,15309,alive,MAIN;A,1,A,NA
121953,159139,171809,171809,PSYBRA,1318,246.9,354.2,485345,5,14,1.3,1.3,15358,alive,MAIN;A,1,A,NA
121979,159167,171867,171867,CASARB,323,59.75,459.5,485373,5,NA,NA,NA,15386,broken below,MAIN;A;LS;B,1,A,NA
122058,159251,172028,172028,MANBID,317,44.45,324.57,485458,5,11.5,1.3,1.3,15309,alive,MAIN;A,1,A,NA
122137,159334,172194,172194,CASARB,1317,259.84,325.01,485541,5,11.8,1.3,1.3,15362,alive,MAIN;A,1,A,NA
122148,159345,172223,172223,CASARB,1617,314.31,333.55,485552,5,13.4,1.3,1.3,15364,alive,MAIN;A,1,A,NA
122338,159539,172583,172583,CASARB,1019,187.6,363.8,485746,5,13.4,1.35,1.34,15357,alive,MAIN;A,1,A,NA
122351,159552,172604,172604,PSYBRA,1119,216.6,367.7,485759,5,NA,NA,NA,15358,broken below,MAIN;A;LS;B,1,A,NA
122363,159566,172625,172625,MANBID,1219,235.5,366.2,485773,5,13.5,1.3,1.3,15358,alive,MAIN;A,1,A,NA
122373,159576,172646,172646,PSESPU,222,39.35,429.7,485783,5,11.8,1.3,1.3,15364,alive,MAIN;A,1,A,NA
122402,159607,172709,172709,MANBID,922,168.7,425.5,485814,5,19.3,1.3,1.3,15376,alive,MAIN;A,1,A,NA
122480,159687,173017,173017,PSYBRA,620,101.4,395.9,485894,5,NA,NA,NA,15371,broken below,MAIN;A;LS;B,1,A,NA
122497,159705,173055,173055,PALRIP,920,164,395.3,485912,5,20.6,1.3,1.3,15377,alive,MAIN;A,1,A,NA
122564,159774,173178,173178,INGLAU,824,143.3,470.25,485981,5,23.4,1.3,1.3,15394,alive,MAIN;A,1,A,NA
122565,159775,173179,173179,PSYBRA,824,140.35,472.65,485982,5,14.5,1.3,1.3,15394,alive,MAIN;A,1,A,NA
122625,159837,174124,174124,PREMON,810,140.55,183.53,486044,5,143,1.3,1.3,15254,alive,MAIN;A,1,A,NA
122643,159855,24629,24629,PREMON,1505,288.45,99.13,448134,5,97,1.3,1.3,15201,alive,MAIN;A;NP,1,A,NA
122727,159939,35588,35588,PREMON,905,171.82,95.2,451464,5,105,1.3,1.3,15196,alive,MAIN;A,1,A,NA
122733,159945,35797,35797,PREMON,1107,203.55,134.55,451533,5,142,1.3,1.3,15239,alive,MAIN;A,1,A,NA
122746,159958,36286,36286,PREMON,1609,311.96,166.02,451685,5,95,1.3,1.3,15278,alive,MAIN;A,1,A,NA
122795,160007,38415,38415,PREMON,517,93.02,320.38,452173,5,88,1.25,1.25,15313,alive,MAIN;A,1,A,NA
122801,160013,38574,38574,PREMON,1017,184.52,324.3,452214,5,99,1.3,1.3,15356,alive,MAIN;A,1,A,NA
122888,160100,44769,44769,PREMON,806,140.65,101.97,453883,5,99,1.3,1.3,15195,alive,MAIN;A,1,A,NA
122973,160185,52069,52069,PREMON,1411,273.17,216.19,455874,5,143,1.3,1.3,15278,alive,MAIN;A,1,A,NA
122991,160203,55575,55575,PREMON,311,44.78,206.88,456756,5,83,1.3,1.3,15247,alive,MAIN;A,1,A,NA
123134,160346,98106,98106,PREMON,1121,204.72,415.85,466196,5,112,1.3,1.3,15376,alive,MAIN;A,1,A,NA
123231,161385,129890,129890,PREMON,501,94.18,15.76,487073,5,95,1.3,1.3,15147,alive,MAIN;A;NP,1,A,NA
123259,161413,130465,130465,PREMON,305,54.85,83.72,487101,5,123,1.3,1.3,15190,alive,MAIN;A;NP,1,A,NA
123330,161484,132270,132270,PREMON,903,170.52,52.09,487172,5,76,1.3,1.3,15173,alive,MAIN;A;NP,1,A,NA
123402,161556,133612,133612,PREMON,807,148.81,137.63,487244,5,91,1.3,1.3,15215,alive,MAIN;A;NP,1,A,NA
123483,161637,136696,136696,PREMON,415,60.24,295.93,487325,5,103,1.3,1.3,15288,alive,MAIN;A;NP,1,A,NA
123547,161701,138598,138598,PREMON,614,116.78,276.68,487389,5,82,1.3,1.3,15287,alive,MAIN;A;NP,1,A,NA
123569,161723,139292,139292,PREMON,813,151.62,249.27,487411,5,95,1.3,1.3,15292,alive,MAIN;A;NP,1,A,NA
123627,161781,141384,141384,PREMON,1215,228.1,286.35,487469,5,135,1.3,1.3,15306,alive,MAIN;A;NP,1,A,NA
123783,161937,156318,156318,PREMON,722,134.47,433.17,487625,5,170,1.3,1.3,15371,alive,MAIN;A,1,A,NA
123793,161947,159538,159538,PREMON,1221,226.7,400.31,487635,5,68,1.3,1.3,15377,alive,MAIN;A;NP,1,A,NA
123844,161998,165835,165835,PREMON,725,133.85,495.99,487686,5,100,1.2,1.2,15401,alive,MAIN;A;NP,1,A,NA
123855,162009,167641,167641,PREMON,101,8.93,16.08,487697,5,96,1.3,1.3,15139,alive,MAIN;A;NP,1,A,NA
123966,162120,170876,170876,PREMON,716,134.92,310.07,487808,5,96,1.3,1.3,15293,alive,MAIN;A;NP,1,A,NA
124059,162213,172951,172951,SCHMOR,1301,256.75,18.5,487901,5,14.5,1.3,1.3,15160,alive,MAIN;A,1,A,NA
124110,162264,173301,173301,TETBAL,102,2.3,30.09,487952,5,10.5,1.3,1.3,15139,alive,MAIN;A,1,A,NA
124205,162362,173558,173558,EUGSTA,1303,240.07,49.92,488050,5,13.7,1.3,1.3,15180,alive,MAIN;A,1,A,NA
124300,162460,173749,173749,MYRDEF,1107,209.72,135.98,488148,5,18.9,1.3,1.3,15239,alive,MAIN;A,1,A,NA
124303,162463,173752,173752,SLOBER,1107,207.19,121.28,488151,5,11.5,1.3,1.3,15239,alive,MAIN;A,1,A,NA
124309,162469,173763,173763,INGLAU,1507,282.45,137.9,488157,5,18.6,1.3,1.3,15243,alive,MAIN;A,1,A,NA
124312,162473,173780,173780,SLOBER,510,80.16,180.2,488161,5,43.9,1.3,1.3,15250,alive,MAIN;A,1,A,NA
124361,162526,173871,173871,CASSYL,809,151.04,178.96,488214,5,29.2,1.3,1.3,15253,alive,MAIN;A,1,A,NA
124407,162573,173977,173977,SLOBER,1412,274.72,237.93,488261,5,12.1,1.3,1.3,15279,alive,MAIN;A,1,A,NA
124416,162582,173991,173991,ORMKRU,1612,303.77,232.06,488270,5,10.4,1.3,1.3,15282,alive,MAIN;A,1,A,NA
124445,162613,174053,174054,CASARB,811,144.83,216.34,488301,5,12,1.3,1.3,15254,alive,SPROUT;A,2,A,NA
124510,162686,174198,174198,MYRDEF,1510,286.42,188.3,488374,5,10.2,1.3,1.3,15274,alive,MAIN;A,1,A,NA
124522,162698,174224,174224,CASSYL,1411,279.02,209.98,488386,5,13.1,1.3,1.3,15278,alive,MAIN;A,1,A,NA
124597,162778,174363,174363,CASARB,713,133.75,253.73,488466,5,11.1,1.3,1.3,15287,alive,MAIN;A,1,A,NA
124607,162788,174385,174385,MYRSPL,1113,206.01,246.01,488476,5,16.4,1.3,1.3,15293,alive,MAIN;A,1,A,NA
124627,162808,174429,174429,CASARB,314,54.07,265.14,488496,5,17,1.3,1.32,15282,alive,MAIN;A,1,A,NA
124677,162861,174528,174528,SLOBER,516,82.06,308.61,488549,5,11.2,1.3,1.32,15289,alive,MAIN;A,1,A,NA
124726,162911,174673,174673,PSYBER,1515,284.74,282.63,488599,5,14.3,1.3,1.3,15308,alive,MAIN;A,1,A,NA
124778,162963,174785,174785,CASARB,1017,193.36,324.08,488651,5,11.8,1.3,1.3,15357,alive,MAIN;A,1,A,NA
124890,163076,175041,175041,PIPBLA,719,132.66,360.4,488764,5,10.8,1.3,1.3,15317,alive,MAIN;A,1,A,NA
124974,163170,175189,175189,CASARB,721,125.97,400.61,488858,5,14,1.3,1.3,15370,alive,MAIN;A,1,A,NA
125010,163207,175255,175255,CASARB,1517,298.01,321,488895,5,11.7,1.3,1.3,15363,alive,MAIN;A,1,A,NA
125023,163221,175287,175287,CLUROS,520,84.72,393.05,488909,5,109,1.3,1.3,15371,alive,MAIN;A,1,A,NA
125038,163236,175335,175335,CASSYL,822,152.55,425.55,488924,5,14.5,1.3,1.3,15373,alive,MAIN;A,1,A,NA
125109,163308,175453,175453,PSYBER,1221,236.41,419.78,488996,5,12.7,1.3,1.3,15377,alive,MAIN;A,1,A,NA
125119,163318,175486,175486,MICRAC,1321,246.99,405.09,489006,5,10.4,1.3,1.3,15378,alive,MAIN;A,1,A,NA
125126,163325,175508,175508,OCOLEU,820,140.03,381.01,489013,5,10.3,1.3,1.3,15376,alive,MAIN;A,1,A,NA
125173,163373,175627,175627,MANBID,424,60.74,470.99,489061,5,16.1,1.3,1.3,15391,alive,MAIN;A,1,A,NA
125215,163417,175728,175728,PSYBER,1222,238.17,421.58,489105,5,12.9,1.3,1.3,15383,alive,MAIN;A,1,A,NA
125239,163441,175783,175783,MICIMP,1622,302.48,435.6,489129,5,12,1.3,1.3,15386,alive,MAIN;A,1,A,NA
125284,163493,175926,175926,MANBID,1323,257.75,453.43,489181,5,12.5,1.3,1.3,15405,alive,MAIN;A,1,A,NA
125301,163510,27333,27333,PREMON,605,116.05,97.65,489198,5,77,1.3,1.3,15191,alive,MAIN;A;NP,1,A,NA
125426,163635,79800,79800,PREMON,1217,232.16,333.57,489323,5,63,1.25,1.25,15358,alive,MAIN;A;NP,1,A,NA
125472,NA,10669,NA,PREMON,612,105.1,236.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA
125507,NA,14434,NA,PREMON,517,82.74,329.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA
125513,NA,14617,NA,PREMON,1017,181.53,329.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA
125564,NA,18174,NA,PREMON,823,148.22,458.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,NA
125604,NA,130182,NA,PREMON,1301,259.31,17.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125625,NA,135067,NA,PREMON,1607,317.87,137.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125631,NA,137063,NA,PREMON,1110,218.73,193.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125651,NA,145423,NA,PREMON,519,95.63,362.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125658,NA,15449,NA,PREMON,1518,283.12,345.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125662,NA,15799,NA,PREMON,419,65.33,361.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125724,NA,172915,NA,PREMON,301,52.27,18.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125807,NA,176313,NA,SLOBER,701,128.08,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125885,NA,176869,NA,GUAGLA,1512,284.32,236.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125894,NA,176903,NA,SLOBER,404,71.63,61.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125896,NA,176910,NA,MYRLEP,504,96.8,68.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
125905,NA,176938,NA,SLOBER,608,109.23,154.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126020,NA,177239,NA,CALCAL,1613,312.68,243.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126083,NA,177376,NA,CASSYL,1318,245.71,347.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126087,NA,177394,NA,CASARB,521,89.78,407.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126116,NA,177458,NA,PSYBER,1217,239,328.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126130,NA,177476,NA,PSYBER,1317,240.09,326.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126144,NA,177498,NA,GUAGLA,1614,308.52,274.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126156,NA,177514,NA,PSYBER,1316,250.23,318.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126171,NA,177531,NA,PSYBER,1316,254.87,318.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126179,NA,177539,NA,PSYBER,1316,257.1,319.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126292,NA,177696,NA,PSYBER,1516,293.28,310.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126320,NA,177729,NA,CASARB,1417,269.93,330.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126324,NA,177733,NA,PSYBER,1417,266.22,331.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126333,NA,177743,NA,PSYBER,1417,268.51,329.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126399,NA,177822,NA,PSYBER,621,112.52,409.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126409,NA,177836,NA,PSYBER,621,115.54,415.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126424,NA,177855,NA,PIPGLA,621,119.69,408.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126437,NA,177871,NA,PIPGLA,721,124,407.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126490,NA,177949,NA,CASSYL,1317,252.45,331.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126579,NA,178082,NA,CASARB,720,123.28,398.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126600,NA,178158,NA,PSYBER,1021,184.73,404.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126642,NA,178246,NA,PSYBER,821,143.77,402.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126700,NA,178337,NA,PSYBER,1220,237.48,394.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126707,NA,178345,NA,OCOLEU,1220,235.2,388.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126803,NA,178513,NA,PSYBER,622,112.79,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126810,NA,178523,NA,CASARB,622,117.19,434.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126869,NA,178613,NA,CASARB,1122,210.63,420.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
126934,NA,178763,NA,MICRAC,324,47,479.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
127015,NA,179345,NA,CLUROS,1025,185.76,484.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
127017,NA,179361,NA,PSYBRA,1025,184.81,493.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
127025,NA,179417,NA,TETBAL,623,111.84,447.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
127033,NA,179463,NA,TETBAL,1023,184.31,453.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA
